0, 1121,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
1, 1130,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
2, 1139,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
3, 1148,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
4, 1157,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
5, 1166,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
6, 1175,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
7, 1184,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
8, 1193,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
9, 1202,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
10, 1211,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
11, 1220,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
12, 1229,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
13, 1238,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
14, 1247,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
15, 1256,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
16, 1265,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
17, 1274,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
18, 1283,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
19, 1292,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
20, 1301,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
21, 1310,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
22, 1319,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
23, 1328,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
24, 1337,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
25, 1346,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
26, 1355,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
27, 1364,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
28, 1373,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
29, 1382,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
30, 1391,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
31, 1400,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
32, 1409,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
33, 1418,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
34, 1427,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
35, 1436,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
36, 1445,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
37, 1454,  0.200, -0.300,  0.000,  0.000, 0, 0,  0.000,  0.000,  0.000
